,Date,JAPAN Standard (Large+Mid Cap),NETHERLANDS Standard (Large+Mid Cap),NORWAY Standard (Large+Mid Cap),SINGAPORE Standard (Large+Mid Cap),AUSTRALIA Standard (Large+Mid Cap),AUSTRIA Standard (Large+Mid Cap),BELGIUM Standard (Large+Mid Cap),CANADA Standard (Large+Mid Cap),DENMARK Standard (Large+Mid Cap),SPAIN Standard (Large+Mid Cap),SWEDEN Standard (Large+Mid Cap),SWITZERLAND Standard (Large+Mid Cap),UNITED KINGDOM Standard (Large+Mid Cap),USA Standard (Large+Mid Cap),FRANCE Standard (Large+Mid Cap),GERMANY Standard (Large+Mid Cap),HONG KONG Standard (Large+Mid Cap),ITALY Standard (Large+Mid Cap)
321,08/31/98,1807.72,1935.44,946.3,937.75,258.54,948.14,1487.36,445.82,1803.08,321.9,2930.67,2467.86,1088.06,925.24,1092.67,1312.09,2839.08,386.08
322,09/30/98,1757.12,1819.31,907.24,1059.61,275.11,846.96,1455.64,456.69,1721.08,315.06,2672.24,2251.9,1063.4,984.89,1019.96,1293.78,3290.27,368.0
323,10/30/98,2050.34,1919.41,1058.06,1308.54,298.18,950.18,1555.12,502.29,1850.34,365.53,2839.74,2576.74,1125.77,1059.96,1124.19,1346.64,4369.77,391.52
324,11/30/98,2142.74,2016.73,984.56,1500.59,316.17,900.54,1603.32,520.09,1759.82,390.8,3106.42,2702.01,1173.64,1130.79,1193.71,1415.13,4348.67,431.52
325,12/31/98,2224.19,2186.92,934.27,1480.0,313.19,913.81,1782.17,525.26,1934.4,403.07,3055.78,2787.6,1208.25,1196.34,1241.95,1449.01,4259.02,466.53
326,01/29/99,2238.89,2019.86,1029.51,1484.28,331.5,858.04,1723.45,568.12,1864.34,395.85,3233.11,2720.39,1193.3,1246.75,1276.94,1471.83,3961.86,441.74
327,02/26/99,2188.37,2003.21,933.93,1464.11,322.52,904.55,1643.5,535.06,1702.04,387.92,3151.81,2629.95,1217.36,1210.63,1192.22,1348.99,3987.74,434.87
328,03/31/99,2490.51,2021.17,1024.15,1624.88,335.49,900.81,1547.71,556.43,1671.15,373.19,3210.6,2598.77,1252.85,1259.66,1213.22,1311.05,4498.78,451.25
329,04/30/99,2593.1,2147.36,1104.54,2009.14,369.24,938.09,1495.45,612.35,1790.74,374.55,3389.02,2590.11,1298.89,1303.92,1243.94,1394.82,5490.05,437.26
330,05/31/99,2445.67,2021.86,1041.6,2037.4,338.29,819.69,1410.14,594.83,1739.13,372.82,3313.17,2457.38,1224.52,1272.25,1213.93,1308.68,5038.28,413.34
331,06/30/99,2675.89,2025.17,1022.14,2357.5,354.49,855.24,1424.57,618.93,1756.84,374.27,3628.64,2415.28,1225.23,1339.36,1249.41,1380.08,5508.07,403.42
332,07/30/99,2941.69,2087.68,1064.7,2387.96,353.62,859.08,1437.57,622.72,1878.25,357.47,3771.2,2508.58,1241.22,1294.61,1255.01,1356.62,5318.72,389.98
333,08/31/99,2919.73,2133.49,1105.94,2378.44,333.09,859.26,1508.0,611.97,1882.32,365.95,3750.41,2503.82,1233.83,1285.06,1299.55,1378.78,5355.05,398.15
334,09/30/99,3095.5,2053.36,1128.42,2337.14,333.8,812.86,1460.08,628.97,1937.84,360.3,3722.74,2496.0,1211.23,1245.59,1311.85,1358.86,5128.51,405.8
335,10/29/99,3226.8,2121.38,1072.03,2456.88,325.43,801.87,1451.45,670.6,1961.29,364.07,4146.43,2539.61,1243.97,1325.74,1383.09,1431.06,5384.42,392.85
336,11/30/99,3363.73,2105.34,1097.3,2605.64,342.07,764.94,1406.68,696.92,2026.89,395.02,4587.96,2518.34,1256.72,1352.84,1427.72,1469.5,6070.81,401.76
337,12/31/99,3571.06,2301.72,1210.03,2916.73,360.75,818.12,1501.1,797.24,2144.32,417.28,5432.06,2569.87,1325.94,1445.86,1589.67,1719.94,6595.12,459.62
338,01/31/00,3415.04,2024.53,1111.87,2526.64,347.16,745.37,1218.66,798.99,2027.45,384.48,5468.39,2285.79,1201.99,1367.1,1483.54,1658.92,6081.48,435.6
339,02/29/00,3325.18,2151.34,1111.73,2297.49,338.4,709.63,1164.29,845.98,2100.03,422.5,6715.86,2233.2,1161.52,1333.28,1615.59,1830.85,6425.88,488.47
340,03/31/00,3597.97,2211.87,1119.03,2298.14,334.88,726.48,1164.51,920.88,2292.25,421.34,6382.73,2411.9,1244.59,1465.05,1632.29,1800.05,6584.86,457.23
341,04/28/00,3326.08,2135.66,1051.49,2434.14,325.3,687.51,1129.7,886.39,2081.76,390.55,6313.57,2327.45,1190.26,1416.34,1577.62,1642.92,5954.68,426.81
342,05/31/00,3155.43,2190.69,1093.31,1977.05,313.2,710.81,1170.07,869.02,2221.22,378.54,6030.94,2453.48,1147.79,1377.57,1619.08,1590.48,5261.08,444.93
343,06/30/00,3370.97,2309.67,1182.23,2241.84,357.34,733.83,1246.63,977.55,2216.83,388.63,5929.52,2545.79,1156.19,1409.31,1679.33,1584.31,5656.77,474.55
344,07/31/00,2981.43,2206.79,1168.39,2240.66,335.01,732.6,1258.95,1006.55,2261.93,378.07,5715.63,2551.94,1161.99,1382.78,1651.06,1576.88,6027.26,454.06
345,08/31/00,3173.09,2200.75,1237.0,2315.07,337.95,711.24,1235.64,1094.33,2391.87,370.29,5642.8,2492.61,1172.28,1453.35,1609.82,1502.95,6070.52,447.57
346,09/29/00,3014.06,2113.36,1210.11,2116.53,322.52,713.81,1183.43,983.1,2345.0,373.66,4902.43,2353.43,1138.09,1373.02,1506.33,1423.0,5562.65,420.99
347,10/31/00,2837.89,2093.7,1176.33,2112.4,301.21,674.03,1164.24,896.48,2236.38,345.87,4568.89,2371.94,1144.11,1361.95,1469.42,1431.97,5178.46,430.45
348,11/30/00,2718.62,2073.88,1132.3,2070.99,307.35,647.42,1122.53,815.41,2124.42,320.43,4116.25,2469.38,1074.83,1253.1,1400.21,1325.33,4985.2,438.26
349,12/29/00,2551.96,2177.16,1180.94,2081.09,317.65,708.28,1221.93,832.47,2201.3,347.07,4240.38,2695.26,1146.25,1249.86,1509.45,1436.41,5475.33,447.22
350,01/31/01,2521.46,2162.45,1201.82,2082.42,330.48,729.22,1190.02,872.67,2459.56,378.55,4570.12,2638.19,1127.01,1294.4,1512.39,1490.01,5634.5,455.03
351,02/28/01,2407.82,2021.96,1182.07,2033.78,314.61,776.6,1191.42,732.98,2237.13,357.1,3826.39,2463.96,1048.94,1177.2,1342.93,1367.09,5505.78,409.33
352,03/30/01,2328.85,1837.78,1088.58,1690.6,280.11,738.33,1084.09,664.8,2012.12,337.2,2966.41,2215.94,996.83,1101.1,1249.44,1223.46,4904.52,383.55
353,04/30/01,2486.62,1961.81,1163.41,1706.56,312.96,755.59,1069.84,711.91,2049.82,353.05,3374.65,2260.93,1057.95,1185.82,1361.75,1303.01,4877.29,402.68
354,05/31/01,2480.59,1870.31,1140.37,1623.39,314.58,696.62,1004.98,724.23,2046.03,329.19,3187.14,2229.93,1020.72,1191.16,1265.64,1212.66,4786.72,365.84
355,06/29/01,2332.52,1826.04,1100.62,1648.13,323.47,680.02,1029.23,695.27,2010.6,305.61,3009.95,2139.88,984.62,1163.14,1213.47,1203.11,4527.57,347.55
356,07/31/01,2158.67,1810.27,1090.03,1625.41,306.78,729.28,1096.93,691.69,2079.6,302.34,3036.44,2119.24,985.17,1151.13,1218.92,1207.59,4516.54,354.99
357,08/31/01,2104.58,1789.96,1074.23,1637.17,307.56,732.82,1118.79,653.15,1965.77,307.57,2864.91,2111.36,971.07,1073.0,1177.24,1121.53,4185.61,351.35
358,09/28/01,1902.16,1550.6,914.39,1299.71,267.85,663.76,1011.88,591.3,1792.4,272.53,2402.67,2013.92,905.38,989.92,1039.64,939.33,3534.72,302.94
359,10/31/01,1898.39,1555.42,926.92,1311.32,291.09,618.2,977.84,591.49,1828.33,284.18,2585.65,2018.41,921.98,1003.34,1091.76,980.64,3644.05,312.61
360,11/30/01,1919.07,1623.7,971.5,1410.12,312.36,648.71,1009.45,645.06,1848.42,303.15,2964.1,2062.36,940.17,1078.99,1123.95,1066.72,4105.54,318.32
361,12/31/01,1789.26,1664.95,1018.03,1560.38,315.8,655.6,1062.76,654.21,1850.36,302.7,3046.86,2103.99,962.03,1084.54,1159.6,1099.3,4314.4,322.44
362,01/31/02,1649.09,1600.03,979.13,1748.58,316.65,657.92,1005.35,648.83,1751.92,278.34,2756.64,1987.22,921.0,1068.13,1085.81,1047.98,4237.89,311.0
363,02/28/02,1717.25,1604.39,1016.08,1680.64,317.75,677.13,994.53,641.33,1793.96,282.3,2815.42,2044.6,912.69,1045.6,1095.06,1034.16,4071.09,310.28
364,03/29/02,1809.05,1743.97,1101.11,1765.43,327.24,723.32,1018.06,663.2,1847.74,288.11,2923.03,2170.34,949.98,1083.67,1153.03,1116.15,4296.07,330.01
365,04/30/02,1914.35,1727.1,1100.24,1710.62,322.98,775.13,1061.06,657.64,1773.16,295.29,2600.45,2222.47,951.54,1012.51,1133.8,1079.8,4515.76,330.96
366,05/31/02,2033.6,1725.41,1114.38,1668.29,342.83,769.8,1069.79,670.96,1813.3,296.6,2562.35,2302.69,933.78,1003.4,1129.31,1061.47,4294.63,320.51
367,06/28/02,1927.33,1672.26,1082.57,1562.02,324.63,778.67,1044.25,631.75,1835.27,269.28,2495.96,2211.05,892.72,925.68,1093.49,1028.17,4034.87,318.84
368,07/31/02,1793.4,1374.91,973.29,1529.27,300.3,703.9,901.92,560.11,1601.18,239.59,2130.91,1945.23,831.27,858.15,945.48,858.09,3868.03,286.55
369,08/30/02,1774.16,1387.17,955.38,1519.92,306.49,703.13,907.94,566.38,1652.65,249.84,2119.57,1942.63,817.63,860.89,930.47,861.81,3663.33,290.56
370,09/30/02,1689.93,1140.04,832.27,1342.65,288.1,661.35,757.21,519.81,1429.89,209.4,1761.05,1814.86,731.57,762.56,787.78,651.95,3388.02,250.51
371,10/31/02,1572.13,1287.39,874.0,1471.27,303.08,671.12,822.04,534.96,1469.08,239.92,2044.85,1876.45,787.77,830.63,890.14,743.09,3502.39,271.29
372,11/29/02,1634.94,1363.21,947.85,1392.88,309.81,669.49,856.22,565.58,1528.73,263.77,2339.52,1923.39,809.49,879.1,927.75,785.2,3703.62,296.53
373,12/31/02,1593.17,1289.88,926.22,1356.18,303.92,749.76,880.45,560.1,1535.18,251.6,2088.07,1873.64,791.08,824.58,902.08,724.93,3424.29,290.19
374,01/31/03,1528.49,1209.04,873.64,1296.85,309.37,764.74,831.63,575.13,1467.82,253.17,2059.35,1809.63,734.77,803.6,871.91,705.34,3443.71,285.79
375,02/28/03,1537.13,1119.74,787.27,1283.43,304.12,775.87,736.43,594.26,1401.49,256.21,2046.65,1713.8,719.02,789.8,829.19,656.19,3399.5,294.67
376,03/31/03,1460.74,1085.43,791.74,1264.23,313.2,788.26,728.31,585.34,1509.99,254.12,1995.93,1698.03,712.97,796.08,798.36,631.36,3205.01,271.43
377,04/30/03,1449.22,1209.86,906.38,1268.79,337.9,846.59,856.06,622.06,1693.52,289.49,2361.72,1876.65,784.6,861.54,920.52,772.72,3178.09,308.01
378,05/30/03,1518.86,1279.64,983.88,1374.39,348.55,880.28,918.6,674.24,1810.02,302.85,2456.74,1989.41,830.19,906.16,976.24,816.71,3401.82,340.24
379,06/30/03,1630.44,1289.41,983.66,1452.82,360.31,908.14,911.12,690.75,1802.29,312.4,2473.11,1986.76,835.79,916.09,985.84,855.32,3446.04,329.32
380,07/31/03,1696.57,1339.32,1045.75,1559.13,359.1,900.4,932.11,692.5,1765.83,315.16,2631.29,2065.03,839.74,931.84,1003.09,905.97,3664.65,328.47
381,08/29/03,1875.1,1359.91,1063.84,1611.88,366.6,896.09,916.61,727.48,1921.6,309.93,2676.22,2046.17,828.2,947.8,1010.44,890.83,4099.03,317.83
382,09/30/03,1979.76,1341.75,1054.01,1658.28,379.08,948.03,972.55,739.09,1993.97,308.74,2766.05,2134.42,855.78,935.57,1014.76,884.31,4311.16,330.02
383,10/31/03,2070.23,1421.47,1187.68,1755.97,410.97,1000.07,1019.09,788.1,2120.78,328.49,3002.69,2181.82,912.83,987.49,1084.12,989.6,4490.54,346.16
384,11/28/03,2006.1,1471.37,1240.31,1742.38,407.03,1073.28,1054.97,810.52,2110.86,344.3,3106.94,2298.19,936.41,995.4,1140.1,1042.22,4453.98,373.79
385,12/31/03,2144.38,1606.51,1332.32,1820.2,441.07,1158.49,1150.63,853.24,2252.29,388.12,3360.92,2480.38,1006.08,1045.41,1243.05,1160.93,4536.12,391.24
386,01/30/04,2183.12,1599.74,1342.65,1911.06,440.4,1260.19,1202.27,861.41,2354.96,390.38,3487.92,2545.18,1002.61,1063.19,1252.33,1171.39,4978.04,399.22
387,02/27/04,2176.27,1624.94,1480.61,1932.23,459.25,1291.46,1253.62,879.25,2491.8,405.3,3669.93,2553.31,1045.23,1074.31,1284.19,1161.67,5137.93,403.6
388,03/31/04,2458.03,1541.44,1464.05,1923.23,463.95,1349.41,1185.8,873.76,2363.91,388.14,3593.2,2489.67,1012.41,1055.86,1238.46,1106.62,4809.83,389.78
389,04/30/04,2324.28,1517.08,1405.13,1884.11,436.06,1355.95,1188.9,800.21,2323.58,383.25,3540.59,2503.79,1003.32,1038.46,1223.0,1102.59,4560.27,394.96
390,05/31/04,2241.63,1540.32,1466.4,1834.15,437.95,1350.95,1196.39,820.26,2333.76,382.93,3586.9,2522.43,1022.16,1050.6,1243.89,1102.62,4526.15,391.59
391,06/30/04,2361.63,1568.9,1520.79,1859.29,435.86,1426.86,1224.19,853.82,2469.55,387.42,3697.81,2523.09,1019.74,1068.88,1261.14,1132.47,4520.57,401.43
392,07/30/04,2221.58,1490.06,1490.54,1908.94,436.3,1449.9,1208.45,853.72,2422.81,376.12,3534.64,2437.0,1008.79,1031.19,1222.0,1076.83,4580.92,391.63
393,08/31/04,2237.37,1476.61,1525.07,1933.51,441.97,1447.69,1265.07,852.73,2465.44,376.14,3592.98,2407.83,1007.37,1034.65,1219.93,1056.63,4896.71,387.79
394,09/30/04,2178.7,1508.25,1701.2,2028.89,469.12,1516.57,1360.21,916.15,2618.94,390.97,3873.62,2467.52,1038.04,1044.47,1261.29,1112.42,4954.16,409.87
395,10/29/04,2233.58,1571.41,1742.63,2043.15,497.16,1602.31,1440.33,972.96,2595.49,423.69,3927.95,2513.81,1062.55,1059.11,1313.76,1157.61,4930.0,433.62
396,11/30/04,2340.96,1675.57,1978.96,2101.85,536.5,1814.89,1533.48,1011.27,2793.74,456.24,4421.77,2698.63,1126.97,1100.66,1389.23,1259.72,5362.76,466.46
397,12/31/04,2460.1,1753.17,1993.43,2163.08,558.59,1960.23,1606.01,1028.17,2899.85,486.81,4503.24,2821.81,1162.44,1137.43,1445.59,1327.55,5479.04,503.02
398,01/31/05,2402.92,1745.51,1932.28,2200.45,562.67,1914.41,1573.37,986.7,2821.41,472.57,4287.52,2734.53,1153.55,1108.2,1421.44,1272.99,5251.5,491.39
399,02/28/05,2451.91,1857.79,2157.97,2215.86,589.75,2087.95,1658.61,1048.79,3039.57,488.75,4561.2,2889.15,1204.63,1128.94,1491.74,1324.65,5426.08,506.95
400,03/31/05,2387.75,1787.14,2083.47,2202.82,563.79,1989.11,1639.23,1061.92,3031.84,472.05,4405.16,2804.58,1164.34,1109.27,1471.9,1294.55,5224.03,505.57
401,04/29/05,2326.21,1680.31,1970.75,2197.68,554.55,1899.81,1583.2,1003.33,2926.26,456.11,4214.63,2776.2,1149.96,1087.92,1404.99,1220.11,5423.9,480.53
402,05/31/05,2304.62,1682.09,2005.95,2197.3,552.8,1958.24,1526.06,1023.9,3007.58,455.69,4327.16,2770.03,1135.4,1121.5,1417.85,1236.77,5372.61,469.88
403,06/30/05,2301.57,1760.23,2172.64,2239.41,581.07,2084.11,1528.81,1084.14,3058.73,463.34,4283.99,2750.98,1149.94,1122.57,1427.6,1247.63,5557.69,468.8
404,07/29/05,2324.42,1796.2,2313.19,2410.62,594.77,2164.59,1594.62,1143.0,3153.78,481.89,4524.58,2899.47,1164.2,1163.42,1508.74,1334.58,5875.81,488.62
405,08/31/05,2485.89,1774.66,2474.83,2285.72,596.27,2307.49,1607.41,1208.95,3310.57,481.1,4553.83,2923.59,1191.12,1150.25,1512.91,1338.79,5805.11,491.31
406,09/30/05,2731.05,1796.8,2508.16,2307.12,636.82,2339.06,1628.63,1279.77,3334.44,510.67,4750.92,3021.01,1210.4,1158.74,1551.06,1368.99,5959.22,500.67
407,10/31/05,2697.89,1758.07,2316.84,2215.93,597.04,2244.86,1587.84,1186.82,3260.81,491.53,4484.28,3065.72,1172.73,1138.51,1484.4,1326.71,5559.77,465.35
408,11/30/05,2812.8,1846.95,2311.81,2306.81,615.88,2323.53,1625.06,1248.92,3332.79,486.32,4554.74,3172.45,1172.64,1181.54,1506.47,1373.36,5695.14,474.93
409,12/30/05,3052.98,1939.37,2392.16,2395.8,628.66,2411.01,1696.4,1302.21,3551.21,494.35,4867.91,3241.09,1205.64,1180.64,1558.06,1429.85,5741.67,496.63
410,01/31/06,3206.83,2035.24,2644.2,2529.94,673.41,2687.67,1815.96,1415.82,3637.43,524.46,5141.55,3437.04,1276.99,1211.66,1684.29,1547.81,6054.05,522.51
411,02/28/06,3178.95,2076.1,2661.87,2597.67,659.43,2644.73,1838.73,1388.6,3650.61,543.41,5120.57,3391.44,1264.28,1210.23,1665.81,1555.61,6063.82,527.21
412,03/31/06,3243.41,2161.51,2950.06,2658.53,659.98,2733.68,1874.03,1407.68,3844.8,554.06,5552.93,3459.72,1290.86,1224.08,1763.98,1624.11,6123.75,539.97
413,04/28/06,3336.86,2225.16,3196.75,2815.83,720.35,2857.75,1970.74,1475.49,4075.05,578.1,5712.8,3651.79,1365.09,1238.71,1823.89,1697.23,6447.85,558.24
414,05/31/06,3128.65,2119.43,2984.36,2568.2,678.94,2661.89,1886.8,1434.23,3895.11,560.73,5321.14,3530.34,1333.45,1199.47,1765.01,1605.48,6021.79,550.32
415,06/30/06,3092.83,2116.81,2869.44,2630.1,680.24,2647.36,1853.64,1408.68,3853.34,567.84,5338.46,3524.21,1343.1,1199.29,1775.87,1586.72,6033.34,546.99
416,07/31/06,3075.62,2168.73,2954.52,2634.14,688.44,2651.39,1904.53,1411.32,3838.42,579.84,5251.72,3632.83,1372.85,1202.08,1785.92,1580.94,6137.04,549.48
417,08/31/06,3121.39,2256.13,2895.08,2692.31,704.53,2677.78,1987.07,1465.67,4086.71,598.2,5451.78,3730.06,1396.46,1228.16,1844.73,1638.36,6341.23,572.2
418,09/29/06,3057.4,2326.51,2689.93,2774.71,691.7,2733.63,2053.98,1419.27,4185.86,630.13,5705.61,3782.58,1387.56,1257.93,1860.64,1663.04,6371.78,571.37
419,10/31/06,3110.49,2335.57,2920.42,3002.48,747.95,2882.03,2113.09,1486.08,4369.57,675.76,6068.64,3883.71,1455.77,1299.63,1910.64,1746.34,6481.46,592.26
420,11/30/06,3131.9,2394.45,3189.47,3209.7,774.75,3018.12,2154.99,1526.19,4654.85,704.39,6313.7,4007.83,1484.85,1322.19,1982.06,1826.61,6832.42,623.31
421,12/29/06,3208.28,2486.77,3386.26,3399.78,798.97,3248.92,2260.71,1512.94,4859.4,715.99,6839.02,4079.33,1521.54,1336.3,2051.59,1902.1,7249.84,636.0
422,01/31/07,3235.27,2493.38,3527.2,3530.79,800.77,3264.91,2265.44,1506.98,4992.18,727.08,6924.63,4155.65,1518.69,1359.13,2045.2,1925.29,7365.69,635.61
423,02/28/07,3364.84,2496.58,3446.76,3550.66,824.41,3206.9,2252.46,1515.98,5001.17,722.12,6712.6,4074.36,1512.04,1331.22,2045.79,1942.79,7174.96,628.75
424,03/30/07,3303.14,2670.85,3620.75,3747.4,866.08,3434.53,2349.03,1554.95,5205.14,743.69,7095.33,4164.77,1550.6,1343.99,2108.76,2027.86,7265.49,641.66
425,04/30/07,3237.74,2884.38,3813.31,3884.67,917.71,3587.81,2445.73,1647.72,5562.64,751.46,7781.41,4429.41,1615.57,1400.3,2277.72,2203.62,7403.46,686.83
426,05/31/07,3289.89,2861.41,3857.07,4048.49,928.86,3623.77,2421.05,1785.71,5678.29,789.89,7660.59,4367.23,1637.14,1446.19,2296.97,2271.48,7488.08,667.73
427,06/29/07,3280.02,2854.2,4073.86,4088.35,950.21,3570.64,2407.04,1779.53,5534.94,770.41,7551.71,4257.37,1653.85,1420.27,2275.98,2313.73,7587.48,651.32
428,07/31/07,3273.24,2843.39,4043.75,4126.81,937.22,3387.55,2310.16,1773.67,5743.39,780.14,7575.88,4187.1,1611.75,1374.9,2193.96,2229.01,8115.95,632.64
429,08/31/07,3176.58,2758.15,3857.87,3928.65,914.72,3250.87,2225.32,1771.19,5715.55,762.93,7230.16,4164.42,1587.38,1392.88,2152.99,2232.71,8143.71,629.87
430,09/28/07,3233.93,2980.17,4383.08,4389.89,1047.49,3264.69,2279.6,1941.29,6030.2,803.16,7731.94,4320.66,1642.14,1443.58,2263.93,2398.66,9347.88,653.46
431,10/31/07,3220.78,3036.03,4555.78,4583.08,1126.02,3505.22,2381.83,2120.96,6275.17,894.65,7544.1,4403.68,1737.31,1466.4,2350.37,2510.3,10362.91,675.27
432,11/30/07,3161.21,2918.11,4286.22,4222.7,1037.2,3275.77,2182.11,1882.62,6030.33,893.31,6934.35,4409.47,1638.64,1401.26,2308.1,2479.12,9948.67,662.64
433,12/31/07,3034.4,2922.62,4348.86,4212.7,998.8,3273.18,2141.62,1930.06,6036.59,863.95,6746.02,4237.34,1593.36,1390.91,2275.12,2520.74,9966.94,652.96
434,01/31/08,2895.58,2576.74,3432.76,3681.75,906.43,2834.92,1927.42,1804.54,5344.1,757.28,5956.0,3999.43,1450.4,1304.91,2000.23,2167.34,8806.05,589.52
435,02/29/08,2914.74,2637.27,3920.37,3828.01,928.26,2930.79,1973.64,1913.5,5819.58,770.39,6371.6,4080.33,1450.69,1261.5,2033.34,2195.87,8608.13,588.3
436,03/31/08,2772.67,2720.44,3891.62,3895.53,873.21,2947.29,2074.41,1804.2,5991.15,810.51,6509.94,4126.19,1406.76,1254.78,2084.27,2219.3,8054.67,576.44
437,04/30/08,2973.63,2790.8,4381.38,4114.39,946.74,3285.32,2164.3,1929.22,5936.76,833.15,6586.89,4101.08,1493.25,1315.44,2168.1,2294.74,8663.65,608.68
438,05/30/08,3048.02,2791.71,4614.01,4104.48,964.89,3365.49,2007.28,2072.66,6305.41,817.72,6693.92,4077.66,1478.43,1333.65,2179.37,2300.74,8556.12,593.55
439,06/30/08,2838.52,2433.08,4313.31,3795.16,903.11,3057.29,1625.89,1993.56,5915.89,732.98,5662.91,3857.74,1381.45,1222.79,1958.83,2116.05,7639.05,527.71
440,07/31/08,2741.69,2334.14,3874.46,3760.88,839.77,2758.5,1489.32,1851.87,5755.15,721.2,5614.59,3837.19,1323.15,1207.12,1919.3,2093.87,7525.61,503.79
441,08/29/08,2632.15,2340.13,3674.42,3430.28,798.67,2595.8,1485.27,1812.62,5495.9,668.53,5367.59,3725.31,1271.85,1221.06,1852.27,1965.97,7102.02,481.98
442,09/30/08,2318.86,1898.9,2551.5,2918.05,656.2,1790.5,1107.66,1552.37,4356.31,601.59,4372.39,3345.68,1080.73,1107.0,1585.46,1680.99,5840.45,408.61
443,10/31/08,1975.95,1420.98,1700.31,2066.44,488.46,1122.0,702.75,1130.82,3237.94,448.09,3206.91,2935.27,874.02,916.08,1229.8,1294.89,4586.71,312.08
444,11/28/08,1951.66,1335.21,1443.2,2003.19,448.98,962.42,629.84,1064.09,3017.16,435.9,3090.2,2668.47,811.97,845.76,1155.6,1178.98,4528.42,292.88
445,12/31/08,2108.16,1458.64,1512.63,2125.43,476.41,1015.88,696.54,1030.88,3129.82,492.74,3276.01,2899.64,787.72,854.35,1253.19,1329.96,4696.9,312.78
446,01/30/09,1964.83,1337.45,1550.03,2004.1,413.6,906.87,685.94,992.03,3060.1,415.48,2907.18,2547.19,738.19,783.63,1074.03,1103.01,4718.2,269.24
447,02/27/09,1720.81,1170.66,1428.85,1780.57,393.69,748.79,622.97,904.82,2746.39,369.87,2805.79,2258.44,672.55,700.71,971.52,964.2,4491.33,232.22
448,03/31/09,1741.89,1210.9,1561.34,1930.25,460.61,933.36,665.35,986.71,2755.88,397.3,3070.13,2430.37,694.32,759.24,1052.11,1066.41,4653.21,248.42
449,04/30/09,1909.62,1346.09,1751.0,2242.07,512.36,1021.92,738.9,1121.1,3259.78,461.99,3750.44,2584.51,778.83,830.83,1183.63,1230.53,5414.13,294.32
450,05/29/09,2105.28,1505.84,2074.81,2776.47,561.03,1245.69,840.93,1356.63,3683.34,513.13,4045.5,2826.46,881.95,874.3,1305.79,1326.94,6336.58,328.43
451,06/30/09,2141.54,1486.58,1901.68,2763.0,586.82,1216.06,823.49,1280.2,3689.82,533.71,4039.05,2799.5,867.08,874.74,1246.22,1281.35,6226.28,312.59
452,07/31/09,2232.44,1699.69,2105.48,3192.06,646.9,1308.26,894.73,1431.01,3954.16,604.77,4763.19,3110.65,946.26,939.39,1375.89,1432.2,7082.75,338.66
453,08/31/09,2319.76,1794.58,2161.87,3082.79,693.2,1471.24,986.6,1408.17,4267.74,639.99,5020.34,3313.18,992.5,969.81,1482.71,1491.92,6569.07,370.28
454,09/30/09,2265.59,1943.08,2406.07,3261.34,771.41,1560.85,1058.49,1507.05,4355.52,672.67,5064.46,3433.17,1018.5,1005.9,1573.44,1579.01,7079.2,395.25
455,10/30/09,2208.84,1904.11,2490.49,3232.66,771.78,1471.02,1038.24,1426.93,4231.99,664.64,5297.78,3449.41,1030.69,985.24,1510.56,1516.16,7259.65,375.65
456,11/30/09,2186.45,1938.55,2630.47,3384.2,791.26,1489.37,1077.15,1529.96,4368.72,689.7,5296.49,3507.03,1054.89,1041.34,1564.63,1594.08,7144.72,379.46
457,12/31/09,2201.68,2010.92,2760.63,3555.74,804.08,1405.99,1074.46,1574.2,4232.74,672.39,5247.04,3564.45,1081.86,1061.13,1599.63,1613.37,7289.79,383.54
458,01/29/10,2243.41,1939.64,2557.2,3340.84,747.81,1339.07,1045.82,1455.25,4365.1,592.95,5116.5,3445.36,1029.18,1022.88,1481.4,1470.33,6809.74,351.08
459,02/26/10,2267.76,1848.26,2427.27,3364.82,768.49,1290.44,1031.89,1537.54,4309.1,548.28,5263.42,3510.23,1008.73,1052.03,1446.98,1437.6,7071.28,331.47
460,03/31/10,2362.76,1980.01,2578.77,3506.43,827.75,1388.78,1062.66,1661.32,4620.32,567.44,5626.78,3680.55,1064.61,1113.36,1536.92,1567.65,7442.69,355.6
461,04/30/10,2358.11,1950.08,2605.1,3683.64,823.0,1388.43,1014.92,1682.12,4878.97,539.26,5819.37,3466.39,1050.19,1130.03,1457.64,1526.31,7229.89,330.81
462,05/31/10,2167.32,1710.46,2126.41,3335.31,682.63,1148.39,928.63,1564.23,4323.65,443.33,4997.97,3083.17,931.19,1036.6,1244.42,1343.17,6715.9,276.35
463,06/30/10,2122.98,1698.74,2057.12,3455.92,665.83,1056.74,913.27,1479.91,4362.93,441.16,5141.36,3214.63,908.16,979.88,1221.23,1339.23,6908.72,272.47
464,07/30/10,2197.79,1881.6,2423.58,3727.44,746.98,1243.24,1008.35,1582.68,4812.05,535.66,5742.25,3369.26,1017.01,1047.14,1371.46,1466.32,7309.99,315.6
465,08/31/10,2146.94,1737.07,2300.37,3674.26,718.1,1187.07,969.81,1549.92,4582.48,504.61,5409.42,3453.25,991.8,998.28,1286.25,1379.39,7364.08,292.09
466,09/30/10,2228.12,1965.27,2656.36,3965.41,811.98,1350.98,1090.97,1667.37,5133.91,557.92,6411.59,3641.68,1078.91,1087.34,1472.55,1562.19,8364.48,324.91
